Tumor_Sample_Barcode,0,1,2,3
TCGA-T3-A92M,0.717491854733,14.7388747093,10.1588419356,0.828301633616
TCGA-CN-5359,7.46112908777,9.4457120242,0.561277898793,9.42255649443
TCGA-D6-A6EP,1e-15,0.593896023336,9.53591332721,18.8882847567
TCGA-D6-A6EK,23.8870351584,4.22702913192,1e-15,1e-15
TCGA-CV-5442,1e-15,4.18163498887,19.2205797112,4.92082895867
TCGA-CV-6948,2.05992400221,3.05949836955,23.7169768939,0.318219021449
TCGA-CV-7432,1e-15,9.91983650651,2.74838759337,13.5915083515
TCGA-CQ-6221,0.637363680551,5.24702663086,8.4539368738,12.5138484865
TCGA-CV-7418,1e-15,10.3048998212,9.14981598806,5.91165517418
TCGA-CN-6024,6.19190629451,4.22732208405,15.5327034747,3.88147165635
TCGA-CR-7379,21.3845016881,2.6107157661,1e-15,4.44157586897
TCGA-CQ-7068,1.86985767436,7.757073367,5.03416288031,12.8372203078
TCGA-CV-7250,4.88385351309,7.42138291322,16.0727243107,2.56524364918
TCGA-D6-6515,1.06165439619,1e-15,11.3521081976,17.4736184327
TCGA-UF-A7JT,2.98138782507,4.79239275372,14.4559324591,4.11622996427
TCGA-CV-A6JD,12.1026195136,3.26538466688,1e-15,13.1764819319
TCGA-CN-4728,1e-15,8.44575292423,5.86791797754,12.7251556518
TCGA-BA-5152,2.43436441009,14.3021347298,9.42638363708,1e-15
TCGA-HD-8224,1e-15,3.69584702247,3.1797641882,21.360427542
TCGA-IQ-A61E,16.9350848999,1e-15,12.132762858,1e-15
TCGA-CN-6992,1.2368710417,17.8764796305,6.71870255728,1.56118682559
TCGA-QK-A8Z7,15.8515817264,5.19202989959,1e-15,7.60779400216
TCGA-CQ-6223,7.58762878766,3.1028538273,1e-15,17.5162440425
TCGA-CV-5434,1.03439710149,14.7023550953,2.494164283,9.84856497062
TCGA-CN-A6V6,2.98392007282,8.30723017204,2.70171531019,16.3649141296
TCGA-CQ-7071,16.2053142218,12.8716214428,0.02349875724,1e-15
TCGA-CV-7183,6.40210601335,1e-15,1e-15,24.4399205076
TCGA-BA-5556,1.05733283172,3.28438533104,3.3858914575,20.8702925905
TCGA-CN-6016,20.1503273024,1e-15,1e-15,10.5656277942
TCGA-BA-A6DA,1.9718554839,19.8484114947,5.06524707291,1.19535143776
TCGA-D6-A6ES,1e-15,10.6640005072,8.05328793761,9.33827772849
TCGA-IQ-A61L,2.59049076238,7.62328534736,4.51559479721,12.6417699071
TCGA-KU-A66T,0.476745803811,7.38610398022,7.44171373871,11.2588011992
TCGA-CV-5432,13.6514199169,16.4573863753,1e-15,1e-15
TCGA-F7-A61V,1e-15,11.1633899001,2.49569927026,13.1090961175
TCGA-CV-7101,16.5562736226,12.5348595677,1e-15,1e-15
TCGA-CQ-7063,0.325933143208,8.49732840254,8.54428789806,10.9453647169
TCGA-CV-5970,4.66991924755,12.2576456262,4.09329332661,4.82021367415
TCGA-CR-7389,1e-15,12.8279536157,1e-15,14.3954362246
TCGA-P3-A5Q6,0.269410842042,9.02198726393,0.27109732052,16.7906868996
TCGA-QK-A6IJ,1e-15,6.41377226401,6.70030677818,14.4489613938
TCGA-BA-5151,0.289694459103,7.25382174775,7.83080192005,12.1449263264
TCGA-4P-AA8J,9.16581839307,1.81120093699,1.99292816837,15.2439951184
TCGA-CV-6936,1.13771706938,9.27164410559,13.234267997,3.40963209382
TCGA-CV-7104,1e-15,1e-15,5.21119668528,22.1212037987
TCGA-P3-A6SX,2.16227294739,13.5581673114,1.40285153509,11.4300909081
TCGA-CV-5444,0.871659307096,14.8204552309,5.82504077176,4.69681181672
TCGA-CV-A6K1,12.7300797691,11.7249464329,3.3619710907,1e-15
TCGA-CR-6471,1e-15,1.70669763006,16.3756954739,12.2338298634
TCGA-CV-7245,3.02030307164,16.9034244138,7.75674992539,1e-15
TCGA-D6-A4Z9,3.48222495028,1.56770853136,1e-15,23.1587146074
TCGA-BB-A5HY,1e-15,20.9686916191,5.44540790289,4.76493511999
TCGA-UF-A7JK,1e-15,1e-15,4.05826063154,22.9867370655
TCGA-UF-A7JJ,5.94267243637,12.4548453488,1e-15,15.142058681
TCGA-P3-A6SW,0.0448454015672,3.90038111098,1.44650171969,21.5398846308
TCGA-CN-6997,1e-15,21.0645444595,1e-15,9.26395100483
TCGA-BA-A6DJ,6.28078770691,12.9957260698,5.03120870398,3.14259269619
TCGA-CV-A45O,16.4686721217,1e-15,9.29175813281,5.15768607111
TCGA-CR-7382,6.43249152597,2.12919845231,1e-15,21.3327704051
TCGA-MT-A67F,1e-15,5.52878705147,15.6285551271,6.12253265708
TCGA-CX-A4AQ,1.93825043913,6.46507998778,2.86473193671,14.1885263979
TCGA-BA-A6DI,3.8135007895,2.63871200457,1e-15,22.306227859
TCGA-D6-8569,1e-15,9.75925384519,1.69673201668,18.6135646945
TCGA-CN-A49B,1e-15,7.57736378242,1e-15,20.5285539241
TCGA-H7-7774,7.85597042777,7.94428454763,11.6338097885,4.10871171764
TCGA-CN-4736,14.2943025968,1e-15,1.43728547246,14.2547103747
TCGA-IQ-A6SH,1e-15,9.30271295667,0.489775445855,19.0578196609
TCGA-UF-A7JF,1e-15,8.28405147888,14.3606778522,7.2195783761
TCGA-CV-A45P,3.57679316301,8.80841570667,8.12322947399,7.24317477153
TCGA-CV-7177,2.02856458277,5.58958581027,17.9264793545,3.9426482164
TCGA-CQ-A4C6,10.1873886211,1e-15,13.0836900664,8.30793719125
TCGA-BB-A6UO,5.03973710492,1e-15,11.7278558365,9.99049412968
TCGA-F7-A624,2.93042481125,0.801468217644,11.2531839944,19.0618563461
TCGA-D6-6517,1e-15,1e-15,10.1072685332,20.9763479607
TCGA-QK-A6V9,6.61770073085,2.22953070221,1e-15,19.2814877018
TCGA-IQ-A6SG,4.41388155012,10.284913584,2.07347845988,11.9725969316
TCGA-CV-5435,1.80968814472,1e-15,17.0775147705,11.9120341425
TCGA-CV-7102,1e-15,7.33191455566,5.36818278129,15.0004258153
TCGA-F7-A622,18.0091462358,1e-15,1.06660560908,13.2887272388
TCGA-BA-A4IG,1e-15,0.730244222973,16.674713269,10.567603279
TCGA-CV-A6JM,11.6704398763,1e-15,18.8916372732,1e-15
TCGA-CN-5365,11.5656791363,1e-15,9.28549967535,13.1049714444
TCGA-BB-4225,14.6888782672,1e-15,1e-15,14.9978952352
TCGA-CR-6491,1e-15,17.4578904836,0.592445281994,10.6654838549
TCGA-CR-5243,14.1495779213,1e-15,14.0285197061,2.38801864093
TCGA-D6-A6EO,1e-15,2.54280852931,3.24304441976,21.5050201913
TCGA-CV-6951,1e-15,11.6224559171,1e-15,19.9719872524
TCGA-CV-7433,15.9921035624,1e-15,7.06574962197,3.3651416705
TCGA-CN-A63Y,2.75653801199,6.056245235,6.18674761622,10.9205479004
TCGA-CN-4729,18.7830361784,2.68171284631,0.773490716527,5.34189264284
TCGA-IQ-A61I,2.56694147039,1.82114822216,12.549007821,9.03311792066
TCGA-BA-5559,1e-15,17.327360863,1e-15,13.4361977935
TCGA-CV-5436,15.9529883474,0.00396495971816,3.43514279813,6.28921737966
TCGA-HD-7832,1e-15,1e-15,18.5959773648,11.2597944054
TCGA-CV-7415,0.0106742084948,10.0269037154,1e-15,18.7877941993
TCGA-RS-A6TP,1e-15,11.4365036823,0.107791638421,17.0046345558
TCGA-CV-7253,4.77757249898,19.9823635733,1e-15,3.7849073091
TCGA-CN-4738,1e-15,8.55239558368,1.98404620099,17.1167758913
TCGA-CR-6487,1e-15,3.5022563013,18.2749348194,7.50052235598
TCGA-CN-5355,16.8679113619,5.49433407985,0.87940273978,2.94718738219
TCGA-CV-A45Y,0.240868352914,1.30706884492,5.35799846845,20.8985180547
TCGA-CN-4727,0.735793347399,22.4898094064,4.43824537742,1e-15
TCGA-CV-7422,1.18864560353,1e-15,13.7028782195,17.1496038919
TCGA-CN-6012,5.51983838709,4.94746735395,0.556213919522,17.1951930673
TCGA-CQ-5327,5.88698151186,9.31335136216,7.32862428089,4.84390008257
TCGA-BA-6871,6.43440534106,11.6269359133,1e-15,9.61363670967
TCGA-UF-A71B,1e-15,5.83568003884,17.9427330681,6.2837972545
TCGA-HD-7753,1e-15,6.63228565194,2.10717930397,19.570922217
TCGA-CV-5977,0.433550383014,12.2598053261,1e-15,16.8699570888
TCGA-HD-A6I0,21.2136624147,1e-15,1e-15,10.7097948342
TCGA-CR-7371,0.309253577615,7.50422382862,21.6455362861,0.626935438144
TCGA-CV-5430,3.34295539867,7.89242476325,8.24658681202,7.86503102383
TCGA-T2-A6WX,2.68543434348,14.8371492635,4.5649653894,6.40493075613
TCGA-BA-4075,20.4253611953,2.18214110527,1e-15,4.94440260096
TCGA-DQ-5629,0.0860101656261,17.6803786321,7.16639153567,2.553362845
TCGA-HD-A4C1,6.87395394165,5.56963495829,7.2871732645,7.14471421992
TCGA-CV-6960,1e-15,23.4606808581,9.33359568741,1e-15
TCGA-CR-7404,1.84563184631,2.58796899395,18.6922111669,5.34571367263
TCGA-CN-6994,11.7912324253,1e-15,16.8420064266,2.36658970551
TCGA-BA-7269,4.95140818124,2.74464861238,4.61333539031,15.2488098296
TCGA-CV-7437,5.26846067735,8.28186916173,6.63016130204,7.63816062794
TCGA-CN-4742,11.764034421,7.66618957557,0.66705212466,8.92232018153
TCGA-QK-AA3J,1e-15,20.1040390696,0.614670121429,9.6788108662
TCGA-H7-A6C5,4.51431524115,4.92775949886,1e-15,19.0439719014
TCGA-DQ-5624,0.201138277851,2.49797113045,7.90106021327,20.4590541829
TCGA-HD-7754,1e-15,1e-15,17.235331652,13.0279592971
TCGA-CR-7373,2.21485450668,13.6650418133,1.80926433744,9.75984896984
TCGA-CN-A63V,1.10035730844,2.19448424787,7.99919420781,16.7744206264
TCGA-CV-A6K2,3.73672532614,16.2433953441,7.68433813032,0.825659942729
TCGA-CN-5374,1.66377563006,17.4647164172,1e-15,11.4356447132
TCGA-CR-6484,2.54232341623,16.2212478113,8.84171779544,0.869815024036
TCGA-CV-A45V,15.0806250917,1e-15,5.84116277081,14.1116578571
TCGA-CV-A45Q,1.42996474364,13.7520444783,5.53127855321,6.6622467659
TCGA-TN-A7HJ,1e-15,5.71781913477,9.74479717621,12.3666678093
TCGA-T2-A6WZ,1e-15,1e-15,16.8166027191,13.3720671198
TCGA-CR-7370,0.178118628551,25.5401515827,3.34372383079,1e-15
TCGA-UF-A71A,1.71023549252,11.080104801,1e-15,16.6853824643
TCGA-DQ-7588,1e-15,1.07285306202,11.4529662364,15.0938620718
TCGA-UF-A718,1e-15,4.3274143385,8.36166052047,13.7029486288
TCGA-BB-7870,1e-15,22.4649385096,4.27262403079,2.61171943736
TCGA-CQ-A4CI,5.57609777823,8.319225312,1e-15,14.3244781075
TCGA-CV-7255,8.35267378654,4.92126963745,0.265279381853,17.3696758601
